order_id,order_date,product_name,category,price,quantity,total_sales,customer_city,payment_method
TRX0316,2024-05-27,Coklat Batangan,Food,363718,5,1818590,Bandung,ShopeePay
TRX0317,2024-04-07,Mie Instan Premium,Food,294848,5,1474240,Bandung,COD
TRX0318,2024-02-18,USB Hub,Electronics,387274,1,387274,Jakarta,Gopay
TRX0319,2024-06-25,Sunscreen,Beauty,99393,4,397572,Bandung,Gopay
TRX0320,2024-05-12,Kopi Susu,Food,390029,2,780058,Bandung,Dana
TRX0321,2024-03-21,Sunscreen,Beauty,295501,4,1182004,Bandung,Gopay
TRX0322,2024-06-05,Lip Tint,Beauty,205748,3,617244,Makassar,COD
TRX0323,2024-02-27,Celana Kargo,Fashion,312598,3,937794,Pontianak,TF Bank
TRX0324,2024-03-30,Jaket Denim,Fashion,186220,4,744880,Medan,TF Bank
TRX0325,2024-04-07,Serum Vitamin C,Beauty,320667,5,1603335,Makassar,TF Bank
TRX0326,2024-01-21,Celana Kargo,Fashion,42054,3,126162,Pontianak,Gopay
TRX0327,2024-05-17,Sunscreen,Beauty,132190,2,264380,Pontianak,Dana
TRX0328,2024-05-30,Facial Wash,Beauty,77266,5,386330,Bandung,COD
TRX0329,2024-01-14,USB Hub,Electronics,138316,2,276632,Jakarta,Gopay
TRX0330,2024-01-02,Sunscreen,Beauty,72714,2,145428,Medan,COD
TRX0331,2024-03-14,Keripik Pedas,Food,270320,2,540640,Pontianak,TF Bank
TRX0332,2024-02-29,House Wireless,Electronics,361992,5,1809960,Medan,ShopeePay
TRX0333,2024-01-10,Jaket Denim,Fashion,482550,2,965100,Makassar,Gopay
TRX0334,2024-01-03,Celana Kargo,Fashion,479665,1,479665,Pontianak,Dana
TRX0335,2024-06-13,Earphone Bass,Electronics,169192,4,676768,Medan,Dana
TRX0336,2024-04-29,Mie Instan Premium,Food,466200,5,2331000,Pontianak,COD
TRX0337,2024-06-14,Earphone Bass,Electronics,105193,4,420772,Pontianak,COD
TRX0338,2024-05-25,Earphone Bass,Electronics,434589,3,1303767,Bandung,COD
TRX0339,2024-01-23,Keripik Pedas,Food,290155,3,870465,Makassar,ShopeePay
TRX0340,2024-03-04,Kaos Unisex,Fashion,270323,3,810969,Jakarta,TF Bank
TRX0341,2024-03-25,Mie Instan Premium,Food,254218,3,762654,Pontianak,Dana
TRX0342,2024-06-26,Earphone Bass,Electronics,362718,3,1088154,Bandung,ShopeePay
TRX0343,2024-04-13,Powerbank 10000mAH,Electronics,180854,2,361708,Medan,TF Bank
TRX0344,2024-02-26,Earphone Bass,Electronics,212698,5,1063490,Bandung,COD
TRX0345,2024-04-05,Mie Instan Premium,Food,258539,5,1292695,Makassar,Dana
TRX0346,2024-03-04,Basreng,Food,440476,2,880952,Medan,ShopeePay
TRX0347,2024-01-20,Basreng,Food,388976,3,1166928,Medan,ShopeePay
TRX0348,2024-02-21,USB Hub,Electronics,493373,5,2466865,Medan,Dana
TRX0349,2024-04-23,Kaos Unisex,Fashion,192028,5,960140,Jakarta,COD
TRX0350,2024-04-24,Kopi Susu,Food,491276,5,2456380,Jakarta,Gopay
TRX0351,2024-05-24,Topi Bucket,Fashion,237802,4,951208,Jakarta,Dana
TRX0352,2024-04-11,Coklat Batangan,Food,399207,1,399207,Pontianak,ShopeePay
TRX0353,2024-04-18,Topi Bucket,Fashion,58288,1,58288,Pontianak,ShopeePay
TRX0354,2024-03-14,House Wireless,Electronics,267501,1,267501,Makassar,COD
TRX0355,2024-04-24,Jaket Denim,Fashion,216325,4,865300,Makassar,Gopay
TRX0356,2024-01-31,USB Hub,Electronics,89724,3,269172,Bandung,Dana
TRX0357,2024-01-01,Basreng,Food,86766,2,173532,Jakarta,TF Bank
TRX0358,2024-04-07,Basreng,Food,242365,5,1211825,Bandung,COD
TRX0359,2024-02-18,Coklat Batangan,Food,101328,3,303984,Jakarta,ShopeePay
TRX0360,2024-03-02,Basreng,Food,421632,1,421632,Bandung,ShopeePay
TRX0361,2024-06-02,USB Hub,Electronics,37603,4,150412,Jakarta,COD
TRX0362,2024-05-18,Powerbank 10000mAH,Electronics,250142,2,500284,Bandung,ShopeePay
TRX0363,2024-05-27,Topi Bucket,Fashion,171657,2,343314,Pontianak,Dana
TRX0364,2024-06-18,Facial Wash,Beauty,178211,2,356422,Medan,COD
TRX0365,2024-05-22,Coklat Batangan,Food,164259,1,164259,Medan,COD
TRX0366,2024-03-29,Basreng,Food,279848,1,279848,Makassar,Dana
TRX0367,2024-03-17,Sunscreen,Beauty,234045,2,468090,Makassar,COD
TRX0368,2024-03-17,Mie Instan Premium,Food,465299,2,930598,Bandung,Gopay
TRX0369,2024-05-22,USB Hub,Electronics,236361,4,945444,Medan,COD
TRX0370,2024-03-25,Mie Instan Premium,Food,153691,2,307382,Jakarta,Gopay
TRX0371,2024-01-14,Serum Vitamin C,Beauty,300827,2,601654,Pontianak,Gopay
TRX0372,2024-06-20,House Wireless,Electronics,118651,5,593255,Medan,COD
TRX0373,2024-03-18,Mie Instan Premium,Food,475854,3,1427562,Jakarta,COD
TRX0374,2024-03-03,Hoodie Oversize,Fashion,411579,4,1646316,Medan,COD
TRX0375,2024-03-13,Mie Instan Premium,Food,309448,3,928344,Makassar,Gopay
TRX0376,2024-05-11,Moisturizer Gel,Beauty,157133,3,471399,Makassar,Gopay
TRX0377,2024-02-22,Powerbank 10000mAH,Electronics,419312,3,1257936,Pontianak,TF Bank
TRX0378,2024-02-07,Kopi Susu,Food,314924,2,629848,Jakarta,TF Bank
TRX0379,2024-03-25,Coklat Batangan,Food,99907,2,199814,Bandung,Gopay
TRX0380,2024-03-06,Jaket Denim,Fashion,308695,3,926085,Makassar,Gopay
TRX0381,2024-02-13,Mie Instan Premium,Food,404183,3,1212549,Bandung,Dana
TRX0382,2024-06-13,Mie Instan Premium,Food,486283,5,2431415,Jakarta,Dana
TRX0383,2024-01-02,House Wireless,Electronics,448865,1,448865,Makassar,COD
TRX0384,2024-01-03,Hoodie Oversize,Fashion,390760,2,781520,Bandung,Dana
TRX0385,2024-06-12,Coklat Batangan,Food,51693,5,258465,Medan,Gopay
TRX0386,2024-05-21,Kopi Susu,Food,23466,5,117330,Makassar,ShopeePay
TRX0387,2024-05-17,USB Hub,Electronics,398636,3,1195908,Pontianak,ShopeePay
TRX0388,2024-05-14,Mie Instan Premium,Food,76107,1,76107,Bandung,COD
TRX0389,2024-03-31,Topi Bucket,Fashion,296014,3,888042,Pontianak,Gopay
TRX0390,2024-05-24,Earphone Bass,Electronics,232875,4,931500,Bandung,COD
TRX0391,2024-01-24,Serum Vitamin C,Beauty,362745,1,362745,Makassar,Gopay
TRX0392,2024-06-12,Basreng,Food,269563,1,269563,Jakarta,COD
TRX0393,2024-06-14,Powerbank 10000mAH,Electronics,463196,4,1852784,Pontianak,Dana
TRX0394,2024-02-24,USB Hub,Electronics,42309,2,84618,Medan,Gopay
TRX0395,2024-05-19,Serum Vitamin C,Beauty,58979,3,176937,Medan,ShopeePay
TRX0396,2024-05-30,Celana Kargo,Fashion,28209,2,56418,Bandung,Gopay
TRX0397,2024-03-02,Earphone Bass,Electronics,105170,5,525850,Medan,Gopay
TRX0398,2024-06-25,Sunscreen,Beauty,416156,2,832312,Jakarta,Dana
TRX0399,2024-02-29,Serum Vitamin C,Beauty,71215,4,284860,Jakarta,TF Bank
TRX0400,2024-04-25,Coklat Batangan,Food,35532,3,106596,Makassar,COD
TRX0401,2024-02-17,Lip Tint,Beauty,216831,4,867324,Medan,Gopay
TRX0402,2024-01-19,USB Hub,Electronics,174863,2,349726,Jakarta,TF Bank
TRX0403,2024-04-09,Jaket Denim,Fashion,393123,2,786246,Pontianak,TF Bank
TRX0404,2024-04-23,House Wireless,Electronics,22723,3,68169,Pontianak,TF Bank
TRX0405,2024-04-20,Keyboard Mechanical,Electronics,65768,2,131536,Makassar,Dana
TRX0406,2024-03-31,Kopi Susu,Food,33768,1,33768,Medan,ShopeePay
TRX0407,2024-04-15,Sunscreen,Beauty,26470,3,79410,Makassar,ShopeePay
TRX0408,2024-06-24,Topi Bucket,Fashion,293208,2,586416,Makassar,COD
TRX0409,2024-05-06,Celana Kargo,Fashion,177879,3,533637,Bandung,ShopeePay
TRX0410,2024-03-17,Jaket Denim,Fashion,164683,4,658732,Makassar,ShopeePay
TRX0411,2024-06-01,Moisturizer Gel,Beauty,149284,4,597136,Medan,COD
TRX0412,2024-01-02,Kopi Susu,Food,91035,3,273105,Makassar,TF Bank
TRX0413,2024-04-20,Coklat Batangan,Food,250803,3,752409,Medan,COD
TRX0414,2024-05-02,Moisturizer Gel,Beauty,336256,2,672512,Pontianak,COD
TRX0415,2024-05-27,Coklat Batangan,Food,172802,4,691208,Bandung,TF Bank
TRX0416,2024-04-03,Coklat Batangan,Food,448078,4,1792312,Jakarta,Dana
TRX0417,2024-06-23,Topi Bucket,Fashion,306066,2,612132,Medan,ShopeePay
TRX0418,2024-06-26,Mie Instan Premium,Food,249876,3,749628,Jakarta,Gopay
TRX0419,2024-03-02,Mie Instan Premium,Food,352050,3,1056150,Pontianak,COD
TRX0420,2024-06-02,Keripik Pedas,Food,58779,4,235116,Makassar,Dana
TRX0421,2024-05-19,Basreng,Food,285610,4,1142440,Jakarta,TF Bank
TRX0422,2024-06-17,House Wireless,Electronics,423153,2,846306,Pontianak,COD
TRX0423,2024-03-25,USB Hub,Electronics,358182,4,1432728,Makassar,ShopeePay
TRX0424,2024-05-10,House Wireless,Electronics,155653,2,311306,Medan,Dana
TRX0425,2024-04-28,Jaket Denim,Fashion,216146,4,864584,Medan,Dana
TRX0426,2024-01-27,Celana Kargo,Fashion,32877,4,131508,Pontianak,Gopay
TRX0427,2024-03-30,House Wireless,Electronics,455849,2,911698,Pontianak,TF Bank
TRX0428,2024-03-30,Mie Instan Premium,Food,293214,4,1172856,Makassar,ShopeePay
TRX0429,2024-03-17,Keripik Pedas,Food,187200,1,187200,Jakarta,ShopeePay
TRX0430,2024-06-22,Earphone Bass,Electronics,359722,1,359722,Bandung,COD
TRX0431,2024-05-23,Topi Bucket,Fashion,103957,3,311871,Makassar,Gopay
TRX0432,2024-02-17,Jaket Denim,Fashion,350175,2,700350,Makassar,Gopay
TRX0433,2024-04-25,USB Hub,Electronics,482997,2,965994,Medan,Gopay
TRX0434,2024-02-22,Kopi Susu,Food,389484,2,778968,Pontianak,ShopeePay
TRX0435,2024-03-24,USB Hub,Electronics,118020,3,354060,Bandung,Gopay
TRX0436,2024-05-15,Earphone Bass,Electronics,371640,4,1486560,Pontianak,Dana
TRX0437,2024-01-30,Basreng,Food,225806,5,1129030,Pontianak,TF Bank
TRX0438,2024-06-06,Basreng,Food,110454,3,331362,Medan,ShopeePay
TRX0439,2024-03-19,Celana Kargo,Fashion,81793,2,163586,Jakarta,COD
TRX0440,2024-04-17,Facial Wash,Beauty,287819,4,1151276,Medan,COD
TRX0441,2024-06-11,Keripik Pedas,Food,117388,4,469552,Medan,COD
TRX0442,2024-02-17,Jaket Denim,Fashion,171432,2,342864,Pontianak,Gopay
TRX0443,2024-02-04,Earphone Bass,Electronics,25024,4,100096,Bandung,Gopay
TRX0444,2024-04-16,Keripik Pedas,Food,378978,4,1515912,Makassar,Gopay
TRX0445,2024-02-26,Hoodie Oversize,Fashion,316431,1,316431,Pontianak,ShopeePay
TRX0446,2024-02-13,Facial Wash,Beauty,301861,3,905583,Makassar,Dana
TRX0447,2024-05-26,Basreng,Food,287809,1,287809,Jakarta,TF Bank
TRX0448,2024-04-22,Lip Tint,Beauty,451285,1,451285,Medan,COD
TRX0449,2024-03-17,Kopi Susu,Food,405870,2,811740,Jakarta,Gopay
TRX0450,2024-04-22,Moisturizer Gel,Beauty,472040,1,472040,Jakarta,COD
TRX0451,2024-06-05,Topi Bucket,Fashion,381304,3,1143912,Makassar,COD
TRX0452,2024-01-16,Kaos Unisex,Fashion,446523,2,893046,Medan,TF Bank
TRX0453,2024-03-23,Lip Tint,Beauty,302469,2,604938,Pontianak,TF Bank
TRX0454,2024-02-04,Lip Tint,Beauty,491940,1,491940,Makassar,ShopeePay
TRX0455,2024-03-04,Facial Wash,Beauty,387749,2,775498,Bandung,TF Bank
TRX0456,2024-05-27,Jaket Denim,Fashion,276617,2,553234,Pontianak,Gopay
TRX0457,2024-04-13,Keripik Pedas,Food,59592,1,59592,Medan,TF Bank
TRX0458,2024-05-28,Sunscreen,Beauty,275875,3,827625,Jakarta,ShopeePay
TRX0459,2024-05-16,Coklat Batangan,Food,465700,1,465700,Makassar,COD
TRX0460,2024-03-23,Mie Instan Premium,Food,279373,3,838119,Pontianak,TF Bank
TRX0461,2024-03-28,Topi Bucket,Fashion,466914,4,1867656,Jakarta,ShopeePay
TRX0462,2024-02-10,Powerbank 10000mAH,Electronics,28536,1,28536,Makassar,Gopay
TRX0463,2024-06-15,Powerbank 10000mAH,Electronics,126073,2,252146,Pontianak,COD
TRX0464,2024-03-05,Serum Vitamin C,Beauty,363192,3,1089576,Jakarta,TF Bank
TRX0465,2024-06-28,Hoodie Oversize,Fashion,227797,3,683391,Bandung,Gopay
TRX0466,2024-05-02,House Wireless,Electronics,20569,2,41138,Jakarta,COD
TRX0467,2024-01-03,Topi Bucket,Fashion,376506,4,1506024,Jakarta,TF Bank
TRX0468,2024-05-02,Powerbank 10000mAH,Electronics,383872,2,767744,Jakarta,COD
TRX0469,2024-01-27,Kopi Susu,Food,403130,1,403130,Pontianak,TF Bank
TRX0470,2024-06-13,Facial Wash,Beauty,220656,2,441312,Bandung,ShopeePay
TRX0471,2024-04-22,USB Hub,Electronics,360797,2,721594,Pontianak,COD
TRX0472,2024-02-25,Jaket Denim,Fashion,343001,4,1372004,Jakarta,ShopeePay
TRX0473,2024-03-30,Hoodie Oversize,Fashion,329106,4,1316424,Makassar,TF Bank
TRX0474,2024-03-04,Kaos Unisex,Fashion,165210,1,165210,Medan,Dana
TRX0475,2024-02-22,Serum Vitamin C,Beauty,464539,3,1393617,Medan,Dana
TRX0476,2024-03-02,Jaket Denim,Fashion,174949,1,174949,Makassar,Gopay
TRX0477,2024-01-19,Keyboard Mechanical,Electronics,281925,5,1409625,Medan,ShopeePay
TRX0478,2024-05-25,Moisturizer Gel,Beauty,89197,4,356788,Makassar,TF Bank
TRX0479,2024-01-05,Jaket Denim,Fashion,423894,1,423894,Medan,ShopeePay
TRX0480,2024-01-16,Earphone Bass,Electronics,133111,1,133111,Makassar,Dana
TRX0481,2024-04-18,Lip Tint,Beauty,422186,4,1688744,Makassar,ShopeePay
TRX0482,2024-01-21,Celana Kargo,Fashion,63828,3,191484,Medan,COD
TRX0483,2024-05-30,Topi Bucket,Fashion,191311,4,765244,Jakarta,TF Bank
TRX0484,2024-01-23,Mie Instan Premium,Food,50359,2,100718,Makassar,ShopeePay
TRX0485,2024-03-20,Basreng,Food,339203,1,339203,Bandung,ShopeePay
TRX0486,2024-02-11,Keyboard Mechanical,Electronics,387787,1,387787,Makassar,TF Bank
TRX0487,2024-03-09,Facial Wash,Beauty,214966,2,429932,Jakarta,ShopeePay
TRX0488,2024-01-17,Sunscreen,Beauty,162596,5,812980,Pontianak,Dana
TRX0489,2024-04-02,Powerbank 10000mAH,Electronics,258654,5,1293270,Jakarta,Gopay
TRX0490,2024-01-27,Celana Kargo,Fashion,102475,3,307425,Medan,ShopeePay
TRX0491,2024-01-04,Topi Bucket,Fashion,21346,1,21346,Bandung,ShopeePay
TRX0492,2024-02-15,Coklat Batangan,Food,220791,2,441582,Jakarta,Dana
TRX0493,2024-04-16,Mie Instan Premium,Food,188716,2,377432,Pontianak,TF Bank
TRX0494,2024-05-08,USB Hub,Electronics,215458,1,215458,Jakarta,COD
TRX0495,2024-01-18,Topi Bucket,Fashion,44079,4,176316,Makassar,TF Bank
TRX0496,2024-04-26,Moisturizer Gel,Beauty,65290,5,326450,Jakarta,TF Bank
TRX0497,2024-06-08,Celana Kargo,Fashion,315597,3,946791,Bandung,Gopay
TRX0498,2024-05-19,Lip Tint,Beauty,278663,2,557326,Bandung,COD
TRX0499,2024-05-18,Powerbank 10000mAH,Electronics,32535,2,65070,Pontianak,ShopeePay
TRX0500,2024-03-19,Serum Vitamin C,Beauty,417897,4,1671588,Jakarta,COD
